Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
20,Yes,Travel_Rarely,Research & Development,4,960,Male,1,Laboratory Technician,1,Single,2973,No,19,0,1,3,1,0,0
31,No,Travel_Rarely,Research & Development,12,961,Female,2,Healthcare Representative,4,Married,5855,Yes,11,2,10,1,9,7,8
40,No,Travel_Frequently,Research & Development,9,964,Male,1,Research Scientist,2,Divorced,3617,Yes,14,1,3,3,1,1,0
32,No,Travel_Rarely,Research & Development,3,966,Female,2,Manufacturing Director,1,Married,6725,No,12,1,8,4,8,7,6
36,Yes,Travel_Rarely,Sales,3,967,Male,3,Sales Executive,4,Married,10325,Yes,11,1,16,3,16,7,3
33,No,Travel_Rarely,Research & Development,1,969,Female,2,Healthcare Representative,4,Single,6949,No,14,0,6,3,5,0,1
37,Yes,Travel_Rarely,Sales,1,970,Male,3,Sales Executive,3,Married,10609,No,11,0,17,1,14,1,11
45,No,Non-Travel,Research & Development,4,972,Male,2,Laboratory Technician,2,Married,4447,No,12,0,9,2,9,7,0
29,No,Travel_Frequently,Sales,20,974,Female,1,Sales Representative,4,Married,2157,No,15,1,3,3,3,1,0
35,No,Travel_Rarely,Sales,18,975,Female,2,Sales Executive,3,Married,4601,No,16,0,5,3,5,2,1
52,No,Travel_Rarely,Research & Development,1,976,Male,4,Manager,4,Married,17099,No,15,1,26,2,9,8,7
58,Yes,Travel_Rarely,Research & Development,2,977,Male,1,Research Scientist,3,Single,2479,No,24,0,7,3,1,0,0
53,No,Travel_Rarely,Sales,2,981,Male,4,Manager,3,Divorced,14852,No,13,1,22,4,17,13,15
30,No,Travel_Rarely,Sales,8,982,Male,3,Sales Executive,3,Divorced,7264,No,11,1,10,4,8,4,7
38,No,Non-Travel,Sales,10,983,Female,2,Sales Executive,4,Single,5666,Yes,13,0,6,3,5,3,1
35,No,Travel_Rarely,Sales,3,984,Male,3,Sales Executive,4,Divorced,7823,No,13,1,12,3,10,9,0
39,No,Travel_Rarely,Sales,2,985,Male,3,Sales Executive,3,Single,7880,No,18,0,9,3,8,7,0
40,Yes,Non-Travel,Sales,24,986,Female,4,Sales Executive,2,Single,13194,Yes,16,0,22,2,1,0,0
47,No,Travel_Frequently,Research & Development,16,987,Male,2,Manufacturing Director,3,Divorced,5067,Yes,19,0,20,4,19,10,2
36,No,Non-Travel,Sales,8,990,Male,2,Sales Executive,4,Divorced,5079,No,13,2,12,3,7,7,0
31,Yes,Non-Travel,Research & Development,9,991,Male,1,Research Scientist,1,Single,2321,Yes,22,0,4,3,3,2,1
33,No,Non-Travel,Sales,17,992,Male,4,Manager,3,Single,17444,No,11,0,10,3,10,8,6
29,Yes,Travel_Rarely,Research & Development,10,994,Female,1,Research Scientist,1,Single,2404,Yes,20,0,3,3,0,0,0
33,No,Travel_Rarely,Research & Development,13,995,Female,1,Research Scientist,4,Single,3452,No,18,0,5,3,3,2,0
45,No,Travel_Rarely,Research & Development,1,996,Female,1,Laboratory Technician,4,Divorced,2270,No,14,2,8,3,5,3,0
50,No,Travel_Rarely,Research & Development,1,997,Male,4,Research Director,4,Divorced,17399,No,22,1,32,2,5,4,1
33,No,Travel_Frequently,Research & Development,1,998,Female,2,Healthcare Representative,2,Married,5488,Yes,13,1,6,3,6,5,1
41,No,Travel_Frequently,Research & Development,9,999,Male,5,Research Director,3,Divorced,19419,No,17,1,21,4,18,16,0
27,No,Travel_Rarely,Research & Development,16,1001,Female,1,Laboratory Technician,2,Married,2811,No,14,1,4,3,2,2,2
45,No,Non-Travel,Research & Development,23,1002,Male,2,Laboratory Technician,1,Married,3633,Yes,15,1,9,3,9,8,0
47,No,Travel_Rarely,Sales,4,1003,Female,2,Sales Executive,4,Single,4163,Yes,17,0,9,3,9,0,0
30,Yes,Travel_Rarely,Research & Development,22,1004,Female,1,Research Scientist,3,Married,2132,Yes,11,0,7,3,5,2,0
50,No,Travel_Rarely,Research & Development,24,1005,Male,4,Manufacturing Director,3,Married,13973,Yes,18,1,22,3,12,11,1
38,No,Travel_Frequently,Research & Development,10,1006,Male,1,Research Scientist,3,Married,2684,No,17,1,3,2,2,1,0
46,No,Travel_Rarely,Research & Development,7,1007,Male,3,Manufacturing Director,3,Divorced,10845,No,13,1,13,3,8,7,0
24,No,Travel_Rarely,Research & Development,17,1009,Female,2,Manufacturing Director,3,Divorced,4377,No,15,2,5,3,4,2,3
35,Yes,Travel_Rarely,Research & Development,14,1010,Male,1,Laboratory Technician,2,Divorced,3743,Yes,24,1,5,1,4,2,0
31,No,Travel_Frequently,Research & Development,1,1011,Female,2,Manufacturing Director,1,Married,4148,No,12,1,4,3,4,3,0
18,No,Non-Travel,Research & Development,5,1012,Male,1,Research Scientist,4,Single,1051,No,15,0,0,3,0,0,0
54,No,Travel_Rarely,Research & Development,17,1013,Female,3,Manufacturing Director,3,Married,10739,No,11,1,22,3,10,7,0
35,No,Travel_Rarely,Research & Development,25,1014,Female,3,Healthcare Representative,3,Divorced,10388,Yes,11,1,16,2,16,10,10
30,No,Travel_Rarely,Research & Development,8,1015,Female,3,Research Director,1,Married,11416,Yes,12,3,9,2,8,7,1
20,Yes,Travel_Rarely,Research & Development,11,1016,Female,1,Research Scientist,1,Single,2600,Yes,15,0,1,3,1,0,0
30,Yes,Travel_Frequently,Research & Development,5,1017,Female,1,Laboratory Technician,2,Single,2422,No,17,0,4,3,3,2,1
26,No,Travel_Rarely,Research & Development,2,1018,Male,2,Manufacturing Director,4,Married,5472,No,12,0,8,3,8,7,1
22,No,Travel_Rarely,Research & Development,8,1019,Male,1,Laboratory Technician,1,Married,2451,No,15,1,4,2,4,3,1
48,No,Travel_Rarely,Research & Development,6,1022,Male,2,Healthcare Representative,3,Single,4240,No,13,0,19,3,2,2,2
48,No,Travel_Rarely,Research & Development,4,1024,Male,3,Healthcare Representative,3,Single,10999,No,14,0,27,3,15,11,4
41,No,Travel_Rarely,Research & Development,7,1025,Female,2,Manufacturing Director,3,Single,5003,No,14,0,8,3,2,2,2
39,No,Travel_Rarely,Research & Development,1,1026,Female,4,Manufacturing Director,4,Married,12742,No,16,1,21,3,21,6,11
27,No,Travel_Rarely,Research & Development,2,1027,Female,2,Manufacturing Director,4,Married,4227,No,18,1,4,3,3,2,2
35,No,Travel_Rarely,Research & Development,10,1028,Male,1,Laboratory Technician,4,Divorced,3917,No,20,1,3,2,3,2,1
42,No,Travel_Rarely,Sales,5,1029,Male,5,Manager,3,Married,18303,No,13,0,21,4,1,0,0
50,No,Travel_Rarely,Research & Development,9,1030,Male,1,Laboratory Technician,4,Married,2380,No,18,0,8,3,1,0,0
59,No,Travel_Rarely,Research & Development,2,1032,Female,4,Manufacturing Director,4,Single,13726,Yes,13,0,30,3,5,3,4
37,Yes,Travel_Rarely,Research & Development,11,1033,Female,2,Healthcare Representative,2,Married,4777,No,15,0,15,1,1,0,0
55,No,Travel_Frequently,Research & Development,18,1034,Male,2,Healthcare Representative,2,Married,6385,Yes,14,2,17,3,8,7,6
41,No,Non-Travel,Research & Development,7,1035,Female,5,Research Director,3,Divorced,19973,No,22,2,21,3,21,16,5
38,No,Travel_Rarely,Sales,3,1036,Male,2,Sales Executive,4,Single,6861,Yes,12,0,19,3,1,0,0
26,Yes,Non-Travel,Sales,29,1037,Male,2,Sales Executive,1,Single,4969,No,18,0,7,3,2,2,2
52,Yes,Travel_Rarely,Sales,2,1038,Female,5,Manager,4,Married,19845,No,15,1,33,3,32,14,6
44,No,Travel_Rarely,Sales,28,1039,Female,4,Sales Executive,4,Married,13320,Yes,18,1,23,3,12,11,11
50,No,Non-Travel,Sales,1,1040,Female,2,Sales Executive,3,Married,6347,No,12,1,19,3,18,7,0
36,Yes,Travel_Rarely,Research & Development,16,1042,Female,1,Laboratory Technician,1,Single,2743,No,16,0,18,3,17,13,15
39,No,Travel_Frequently,Research & Development,22,1043,Female,3,Manufacturing Director,1,Single,10880,Yes,13,0,21,3,21,6,2
33,No,Non-Travel,Sales,8,1044,Female,1,Sales Representative,4,Single,2342,No,19,0,3,2,2,2,2
45,No,Travel_Rarely,Sales,11,1045,Female,4,Manager,4,Married,17650,No,13,1,26,4,9,3,1
32,No,Non-Travel,Research & Development,29,1046,Female,1,Laboratory Technician,3,Single,4025,No,12,0,10,3,8,7,7
34,No,Travel_Rarely,Sales,1,1047,Male,2,Sales Executive,4,Divorced,9725,No,11,1,16,2,15,1,0
59,No,Travel_Rarely,Sales,1,1048,Male,3,Manager,4,Married,11904,Yes,14,1,14,1,6,4,0
45,No,Travel_Rarely,Human Resources,24,1049,Male,1,Human Resources,2,Single,2177,No,16,0,6,3,6,3,0
53,No,Travel_Frequently,Sales,2,1050,Female,3,Sales Executive,2,Married,7525,No,12,1,30,3,15,7,6
36,Yes,Travel_Rarely,Research & Development,15,1052,Male,2,Laboratory Technician,3,Divorced,4834,No,14,1,9,2,1,0,0
26,Yes,Travel_Frequently,Research & Development,2,1053,Male,1,Research Scientist,1,Married,2042,Yes,14,1,6,3,3,2,1
34,No,Travel_Rarely,Sales,10,1055,Female,1,Sales Representative,3,Married,2220,Yes,19,1,1,3,1,1,0
28,No,Travel_Rarely,Sales,10,1056,Male,1,Sales Representative,2,Married,1052,No,22,0,1,3,1,0,0
38,No,Travel_Frequently,Research & Development,3,1060,Male,1,Research Scientist,3,Married,2821,No,16,1,8,3,2,2,2
50,No,Travel_Rarely,Research & Development,2,1061,Male,5,Research Director,3,Married,19237,Yes,11,1,29,2,8,1,7
37,No,Travel_Rarely,Research & Development,3,1062,Female,2,Healthcare Representative,2,Single,4107,No,15,0,8,2,4,3,0
40,No,Travel_Rarely,Sales,26,1066,Male,2,Sales Executive,1,Married,8396,No,14,1,8,2,7,7,7
26,No,Travel_Frequently,Research & Development,1,1068,Female,1,Research Scientist,3,Divorced,2007,No,13,2,5,3,5,3,1
46,No,Travel_Rarely,Research & Development,1,1069,Male,5,Research Director,4,Divorced,19627,No,17,2,23,3,2,2,2
54,No,Travel_Rarely,Sales,2,1070,Female,3,Sales Executive,3,Married,10686,No,11,1,13,3,9,4,7
56,No,Travel_Frequently,Research & Development,9,1071,Female,1,Research Scientist,3,Married,2942,No,19,1,18,3,5,4,0
36,No,Travel_Rarely,Research & Development,12,1073,Female,3,Manufacturing Director,4,Single,8858,No,11,0,15,2,14,8,7
55,No,Non-Travel,Research & Development,2,1074,Male,4,Manager,1,Single,16756,No,15,0,31,4,9,7,6
43,No,Travel_Rarely,Sales,25,1076,Male,3,Sales Executive,4,Divorced,10798,No,13,1,18,3,1,0,0
20,Yes,Travel_Frequently,Sales,9,1077,Female,1,Sales Representative,4,Single,2323,Yes,14,0,2,3,2,2,0
21,Yes,Travel_Rarely,Research & Development,10,1079,Female,1,Laboratory Technician,1,Single,1416,No,13,0,1,2,1,0,1
46,No,Travel_Rarely,Research & Development,8,1080,Female,2,Research Scientist,1,Divorced,4615,Yes,23,3,19,3,16,13,1
51,Yes,Travel_Rarely,Research & Development,4,1081,Male,1,Research Scientist,3,Married,2461,Yes,12,3,18,4,10,0,2
28,Yes,Non-Travel,Research & Development,24,1082,Male,3,Healthcare Representative,1,Single,8722,No,12,0,10,2,10,7,1
26,No,Travel_Rarely,Research & Development,1,1083,Male,1,Laboratory Technician,1,Married,3955,No,16,2,6,3,5,3,1
30,No,Travel_Rarely,Research & Development,20,1084,Male,2,Manufacturing Director,1,Married,9957,No,15,1,7,2,6,2,0
41,No,Travel_Rarely,Research & Development,7,1085,Female,1,Research Scientist,3,Married,3376,No,13,0,10,3,10,6,0
38,No,Travel_Rarely,Research & Development,17,1088,Female,3,Healthcare Representative,3,Married,8823,No,18,1,20,2,19,9,1
40,No,Travel_Rarely,Research & Development,20,1092,Male,3,Healthcare Representative,4,Married,10322,No,20,1,14,3,11,10,11
27,No,Non-Travel,Research & Development,8,1094,Male,1,Laboratory Technician,3,Married,4621,No,19,3,3,3,3,2,1
55,No,Travel_Frequently,Research & Development,2,1096,Male,3,Manufacturing Director,2,Married,10976,No,18,1,23,3,3,2,1
28,No,Travel_Rarely,Research & Development,10,1097,Female,2,Research Scientist,3,Single,3660,No,13,0,10,4,8,7,1
44,Yes,Travel_Rarely,Human Resources,1,1098,Male,3,Human Resources,1,Married,10482,No,14,1,24,3,20,6,3
33,No,Travel_Rarely,Research & Development,5,1099,Male,3,Healthcare Representative,4,Divorced,7119,No,15,1,9,3,3,2,1
35,Yes,Travel_Rarely,Sales,4,1100,Male,3,Sales Executive,1,Single,9582,Yes,22,0,9,3,8,7,4
33,Yes,Travel_Frequently,Research & Development,29,1101,Female,2,Research Scientist,3,Single,4508,No,22,0,14,3,13,7,3
28,No,Travel_Rarely,Research & Development,15,1102,Male,1,Laboratory Technician,3,Divorced,2207,No,16,1,4,2,4,2,2
34,No,Travel_Frequently,Research & Development,3,1103,Male,2,Healthcare Representative,4,Single,7756,No,17,0,7,2,6,2,0
37,No,Travel_Rarely,Sales,10,1105,Female,2,Sales Executive,4,Divorced,6694,Yes,14,3,8,3,1,0,0
25,Yes,Travel_Rarely,Research & Development,4,1106,Male,1,Laboratory Technician,4,Married,3691,Yes,15,1,7,4,7,7,5
26,Yes,Travel_Rarely,Research & Development,21,1107,Male,1,Laboratory Technician,3,Divorced,2377,No,20,1,1,2,1,1,0
33,Yes,Travel_Rarely,Research & Development,25,1108,Male,1,Research Scientist,2,Single,2313,Yes,20,0,5,3,2,2,2
42,No,Travel_Rarely,Research & Development,2,1109,Male,4,Manager,1,Married,17665,No,17,1,23,3,22,6,13
28,Yes,Travel_Frequently,Research & Development,1,1111,Male,1,Laboratory Technician,2,Divorced,2596,No,15,2,1,3,1,0,0
50,Yes,Travel_Frequently,Sales,1,1113,Male,2,Sales Executive,3,Single,4728,Yes,14,0,5,3,0,0,0
33,No,Travel_Frequently,Sales,7,1114,Female,2,Sales Executive,2,Married,4302,No,17,1,4,3,3,2,0
34,No,Non-Travel,Research & Development,3,1115,Male,1,Research Scientist,4,Married,2979,No,17,3,6,3,0,0,0
48,No,Non-Travel,Research & Development,1,1116,Male,4,Manager,4,Single,16885,No,22,0,27,2,5,4,2
45,No,Non-Travel,Sales,9,1117,Female,2,Sales Executive,3,Married,5593,No,13,1,15,3,15,10,4
52,No,Travel_Rarely,Research & Development,7,1118,Male,3,Healthcare Representative,2,Single,10445,No,19,0,18,3,8,6,4
38,No,Travel_Rarely,Sales,10,1119,Male,3,Sales Executive,3,Divorced,8740,Yes,14,2,9,3,8,7,2
29,No,Travel_Rarely,Research & Development,28,1120,Female,1,Research Scientist,4,Divorced,2514,No,22,1,11,3,7,5,1
28,No,Travel_Rarely,Research & Development,3,1121,Female,3,Manufacturing Director,2,Divorced,7655,No,17,3,10,2,9,7,1
46,No,Travel_Rarely,Sales,3,1124,Male,4,Manager,3,Married,17465,No,12,1,23,3,12,9,4
38,No,Travel_Rarely,Sales,2,1125,Male,3,Sales Executive,2,Single,7351,No,16,0,10,3,1,0,0
43,No,Travel_Frequently,Research & Development,27,1126,Female,3,Manufacturing Director,1,Married,10820,No,11,1,18,3,8,7,0
39,Yes,Travel_Frequently,Research & Development,2,1127,Male,4,Healthcare Representative,4,Divorced,12169,No,11,3,21,3,18,7,11
40,No,Travel_Rarely,Research & Development,14,1128,Male,5,Research Director,3,Single,19626,No,14,0,21,4,20,7,4
21,No,Travel_Rarely,Research & Development,1,1131,Female,1,Research Scientist,2,Single,2070,Yes,11,0,2,4,2,2,2
39,No,Non-Travel,Research & Development,9,1132,Male,2,Laboratory Technician,2,Single,6782,No,15,0,9,2,5,4,0
36,No,Non-Travel,Research & Development,18,1133,Male,2,Manufacturing Director,4,Single,7779,No,20,0,18,3,11,9,0
31,No,Travel_Frequently,Sales,20,1135,Male,1,Sales Representative,4,Married,2791,No,12,1,3,3,2,2,2
28,No,Travel_Rarely,Research & Development,2,1136,Male,1,Research Scientist,2,Married,3201,No,17,0,6,1,5,3,0
35,No,Travel_Frequently,Sales,11,1137,Male,2,Sales Executive,4,Divorced,4968,No,11,1,5,3,5,2,0
49,No,Travel_Rarely,Sales,8,1138,Male,4,Sales Executive,2,Married,13120,No,17,1,22,3,9,8,2
34,No,Travel_Frequently,Research & Development,2,1140,Male,2,Manufacturing Director,3,Single,4033,No,11,0,5,2,3,2,0
29,No,Travel_Frequently,Research & Development,10,1143,Female,1,Research Scientist,2,Divorced,3291,No,14,2,8,2,7,5,1
42,No,Travel_Rarely,Research & Development,29,1148,Male,2,Laboratory Technician,4,Single,4272,No,19,0,16,3,1,0,0
29,No,Travel_Rarely,Research & Development,8,1150,Male,2,Manufacturing Director,4,Married,5056,Yes,15,1,10,2,10,7,1
38,No,Travel_Rarely,Human Resources,1,1152,Male,1,Human Resources,3,Married,2844,No,13,1,7,4,7,6,5
28,No,Travel_Frequently,Research & Development,6,1154,Male,1,Research Scientist,3,Divorced,2703,Yes,14,1,3,3,3,1,0
18,Yes,Non-Travel,Research & Development,8,1156,Male,1,Laboratory Technician,3,Single,1904,No,12,0,0,3,0,0,0
33,Yes,Travel_Rarely,Sales,9,1157,Female,2,Sales Executive,1,Single,8224,Yes,17,0,6,3,5,2,0
41,No,Travel_Rarely,Research & Development,12,1158,Male,1,Laboratory Technician,4,Married,4766,Yes,11,1,6,3,1,0,0
31,Yes,Travel_Frequently,Research & Development,15,1160,Male,1,Laboratory Technician,3,Married,2610,No,12,1,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,1161,Female,2,Healthcare Representative,4,Divorced,5731,No,13,2,9,3,6,2,1
27,No,Travel_Rarely,Research & Development,6,1162,Male,1,Research Scientist,3,Married,2539,No,13,1,4,3,4,2,2
34,No,Travel_Rarely,Sales,9,1163,Female,2,Sales Executive,3,Married,5714,No,20,0,6,2,6,5,1
35,No,Travel_Rarely,Human Resources,8,1164,Male,1,Human Resources,3,Single,4323,No,17,0,6,1,5,4,1
29,Yes,Travel_Rarely,Sales,23,1165,Female,3,Sales Executive,1,Married,7336,No,13,1,11,1,11,8,3
40,No,Travel_Frequently,Research & Development,9,1166,Female,3,Research Director,3,Single,13499,No,17,0,20,2,18,7,2
42,Yes,Travel_Frequently,Sales,12,1167,Male,4,Sales Executive,1,Single,13758,Yes,12,0,22,2,21,9,13
42,No,Travel_Rarely,Sales,4,1171,Male,2,Sales Executive,1,Single,5155,No,13,0,9,4,6,4,1
35,No,Travel_Rarely,Research & Development,1,1172,Male,1,Laboratory Technician,3,Married,2258,No,12,1,10,3,8,0,1
24,No,Travel_Rarely,Research & Development,24,1173,Male,1,Laboratory Technician,2,Single,3597,No,22,0,6,3,4,3,1
28,Yes,Travel_Rarely,Research & Development,12,1175,Female,1,Laboratory Technician,4,Married,2515,Yes,11,0,1,2,1,1,0
26,No,Travel_Rarely,Research & Development,3,1177,Male,1,Laboratory Technician,4,Married,4420,No,22,1,8,3,8,7,0
30,No,Travel_Rarely,Sales,10,1179,Male,2,Sales Executive,3,Married,6578,No,18,1,10,3,10,3,1
40,No,Travel_Frequently,Research & Development,26,1180,Female,2,Research Scientist,4,Married,4422,Yes,13,1,16,1,1,1,0
35,No,Travel_Rarely,Research & Development,2,1182,Male,3,Manufacturing Director,2,Divorced,10274,No,18,1,15,4,7,7,6
34,No,Travel_Frequently,Research & Development,1,1184,Male,2,Healthcare Representative,1,Single,5343,No,20,0,14,3,13,9,4
35,No,Travel_Frequently,Research & Development,4,1185,Male,1,Laboratory Technician,4,Married,2376,No,13,1,2,4,2,2,2
43,Yes,Travel_Rarely,Sales,9,1188,Female,2,Sales Executive,3,Single,5346,No,13,0,7,2,4,3,1
32,No,Non-Travel,Sales,2,1190,Female,1,Sales Representative,1,Divorced,2827,No,12,3,1,3,1,0,0
56,No,Travel_Rarely,Research & Development,4,1191,Female,5,Manager,1,Divorced,19943,No,13,1,28,3,5,2,4
29,No,Travel_Rarely,Research & Development,6,1192,Female,1,Laboratory Technician,4,Married,3131,No,13,1,10,3,10,8,0
19,No,Travel_Rarely,Research & Development,9,1193,Male,1,Research Scientist,1,Single,2552,No,25,0,1,3,1,1,0
45,No,Travel_Rarely,Research & Development,7,1195,Female,1,Research Scientist,3,Married,4477,Yes,19,1,7,2,3,2,0
37,No,Travel_Rarely,Research & Development,1,1196,Female,2,Manufacturing Director,4,Married,6474,No,13,1,14,2,14,8,3
20,No,Travel_Rarely,Research & Development,3,1198,Male,1,Laboratory Technician,3,Single,3033,No,12,0,2,2,2,2,1
44,Yes,Travel_Rarely,Research & Development,10,1200,Male,1,Research Scientist,3,Single,2936,Yes,11,0,6,3,6,4,0
53,No,Travel_Rarely,Research & Development,7,1201,Female,5,Manager,3,Divorced,18606,No,18,1,26,3,7,7,4
29,No,Travel_Rarely,Research & Development,15,1202,Female,1,Research Scientist,4,Married,2168,Yes,18,1,6,2,5,4,1
22,Yes,Travel_Frequently,Research & Development,3,1203,Male,1,Research Scientist,4,Married,2853,Yes,11,1,1,3,0,0,0
46,No,Travel_Rarely,Sales,2,1204,Female,4,Manager,1,Married,17048,No,23,0,28,3,26,15,15
44,No,Non-Travel,Research & Development,17,1206,Male,1,Research Scientist,3,Single,2290,No,13,0,6,3,0,0,0
33,No,Travel_Rarely,Human Resources,2,1207,Male,1,Human Resources,3,Married,3600,No,13,1,5,3,5,4,1
41,Yes,Non-Travel,Research & Development,5,1210,Male,1,Research Scientist,1,Divorced,2107,No,17,1,5,1,1,0,0
30,No,Travel_Rarely,Sales,29,1211,Male,2,Sales Executive,1,Divorced,4115,No,19,3,8,3,4,3,0
40,No,Travel_Frequently,Sales,2,1212,Male,2,Sales Executive,2,Married,4327,No,12,3,5,3,0,0,0
50,No,Travel_Frequently,Research & Development,2,1215,Female,4,Manager,1,Married,17856,No,22,1,32,3,2,2,2
28,No,Travel_Rarely,Research & Development,19,1216,Male,1,Laboratory Technician,1,Married,3196,No,12,3,6,3,6,5,3
46,No,Travel_Rarely,Research & Development,15,1217,Male,5,Research Director,2,Married,19081,No,11,1,25,3,4,2,0
35,No,Travel_Rarely,Sales,17,1218,Male,2,Sales Executive,1,Married,8966,Yes,15,3,15,3,7,7,1
24,Yes,Travel_Rarely,Research & Development,17,1219,Female,1,Laboratory Technician,2,Married,2210,No,13,1,1,1,1,0,0
33,No,Travel_Frequently,Sales,25,1220,Female,2,Sales Executive,3,Married,4539,No,12,1,10,2,10,7,0
36,No,Travel_Rarely,Research & Development,6,1221,Male,1,Laboratory Technician,3,Divorced,2741,No,14,1,7,3,7,7,1
30,No,Travel_Rarely,Research & Development,7,1224,Male,2,Laboratory Technician,3,Divorced,3491,No,13,3,10,2,10,7,8
44,No,Travel_Rarely,Research & Development,29,1225,Male,2,Research Scientist,4,Single,4541,No,25,0,20,3,20,11,13
20,No,Travel_Rarely,Sales,21,1226,Male,1,Sales Representative,4,Single,2678,No,17,0,2,3,2,1,2
46,No,Travel_Rarely,Research & Development,2,1228,Male,2,Manufacturing Director,4,Divorced,7379,No,11,1,12,2,6,3,1
42,No,Non-Travel,Human Resources,2,1231,Male,2,Human Resources,1,Married,6272,No,16,1,10,4,4,3,0
60,No,Travel_Rarely,Sales,7,1233,Male,2,Sales Executive,4,Divorced,5220,Yes,18,1,12,3,11,7,1
32,No,Travel_Frequently,Research & Development,13,1234,Female,1,Laboratory Technician,2,Married,2743,No,20,1,2,3,2,2,2
32,No,Travel_Frequently,Research & Development,2,1235,Female,2,Research Scientist,3,Single,4998,Yes,14,0,10,3,8,7,0
36,No,Travel_Rarely,Research & Development,1,1237,Female,3,Manufacturing Director,1,Divorced,10252,Yes,21,1,17,3,7,7,7
33,No,Travel_Rarely,Research & Development,9,1238,Male,1,Research Scientist,4,Married,2781,No,13,1,15,3,14,10,4
40,No,Travel_Rarely,Sales,10,1239,Female,2,Sales Executive,2,Divorced,6852,No,12,1,7,4,5,1,1
25,No,Travel_Rarely,Sales,10,1240,Male,2,Sales Executive,4,Single,4950,No,14,0,5,3,4,3,1
30,No,Travel_Rarely,Research & Development,1,1241,Male,1,Research Scientist,2,Married,3579,Yes,21,1,12,3,11,9,5
42,No,Travel_Frequently,Research & Development,26,1242,Female,3,Research Director,1,Married,13191,Yes,17,0,20,3,1,0,0
35,No,Non-Travel,Sales,8,1243,Female,3,Sales Executive,4,Married,10377,Yes,11,1,16,2,13,2,4
27,No,Travel_Rarely,Research & Development,14,1244,Male,1,Research Scientist,1,Married,2235,Yes,14,2,9,2,9,7,6
54,No,Travel_Frequently,Research & Development,1,1245,Female,3,Manufacturing Director,3,Divorced,10502,No,17,1,33,1,5,4,1
44,No,Travel_Rarely,Research & Development,2,1246,Female,1,Research Scientist,4,Married,2011,No,13,1,10,3,10,5,7
19,Yes,Non-Travel,Research & Development,10,1248,Female,1,Research Scientist,2,Single,1859,Yes,25,0,1,4,1,1,0
29,No,Travel_Rarely,Research & Development,1,1249,Female,1,Research Scientist,4,Divorced,3760,No,15,3,3,3,3,2,1
54,No,Travel_Rarely,Research & Development,3,1250,Male,4,Research Director,4,Married,17779,No,14,0,36,3,10,9,0
31,No,Travel_Rarely,Research & Development,11,1251,Male,2,Healthcare Representative,1,Married,6833,Yes,12,0,6,2,6,5,0
31,No,Travel_Rarely,Research & Development,24,1252,Female,2,Healthcare Representative,1,Single,6812,No,19,0,10,3,10,9,1
59,No,Travel_Rarely,Sales,3,1254,Female,2,Sales Executive,4,Single,5171,No,17,0,13,3,6,1,0
43,No,Travel_Rarely,Research & Development,3,1255,Male,5,Research Director,4,Married,19740,No,14,1,25,3,8,7,0
49,No,Travel_Rarely,Research & Development,4,1256,Male,5,Manager,3,Married,18711,No,13,1,23,4,1,0,0
36,No,Travel_Frequently,Research & Development,3,1257,Male,1,Research Scientist,2,Married,3692,No,12,0,12,2,11,10,0
48,No,Travel_Rarely,Research & Development,2,1258,Male,1,Laboratory Technician,2,Single,2559,No,11,0,7,2,1,0,0
27,No,Travel_Rarely,Research & Development,4,1259,Male,1,Research Scientist,3,Divorced,2517,No,11,3,5,3,5,3,0
29,No,Travel_Rarely,Research & Development,7,1260,Male,2,Healthcare Representative,4,Divorced,6623,Yes,11,2,6,3,6,0,1
48,No,Travel_Rarely,Research & Development,1,1263,Male,5,Research Director,4,Single,18265,No,12,0,25,4,1,0,0
29,No,Travel_Rarely,Research & Development,1,1264,Female,4,Research Director,4,Divorced,16124,No,14,2,9,2,7,7,1
34,No,Travel_Rarely,Research & Development,20,1265,Female,1,Research Scientist,3,Married,2585,No,17,0,2,2,1,0,0
44,No,Travel_Rarely,Sales,5,1267,Male,5,Manager,2,Married,18213,No,11,1,26,3,22,9,3
33,No,Travel_Rarely,Sales,10,1268,Male,3,Sales Executive,3,Divorced,8380,Yes,14,2,10,3,9,8,0
19,No,Travel_Rarely,Research & Development,25,1269,Female,1,Research Scientist,4,Single,2994,Yes,12,0,1,3,1,0,0
23,No,Travel_Rarely,Research & Development,1,1270,Male,1,Research Scientist,3,Married,1223,No,22,1,1,3,1,0,0
25,Yes,Travel_Frequently,Sales,24,1273,Male,1,Sales Representative,4,Single,1118,Yes,14,0,1,3,1,0,1
26,No,Travel_Rarely,Research & Development,4,1275,Male,1,Research Scientist,4,Single,2875,Yes,20,0,8,2,8,5,2
45,Yes,Travel_Rarely,Sales,2,1277,Female,5,Manager,2,Single,18824,Yes,16,0,26,3,24,10,1
55,No,Non-Travel,Research & Development,8,1278,Male,4,Healthcare Representative,2,Divorced,13577,Yes,15,1,34,3,33,9,15
21,Yes,Travel_Frequently,Research & Development,10,1279,Female,1,Laboratory Technician,3,Single,2625,No,20,0,2,1,2,2,2
